month,region,region_code,claimant_count
January 2011,West Midlands,E12000005,161565
January 2011,East,E12000006,109975
January 2011,London,E12000007,214710
January 2011,South East,E12000008,135255
January 2011,South West,E12000009,85515
January 2011,Wales,W92000004,75165
January 2011,Scotland,S92000003,146160
February 2011,North East,E12000001,85030
February 2011,North West,E12000002,188055
February 2011,Yorkshire and The Humber,E12000003,152300
February 2011,East Midlands,E12000004,102325
February 2011,West Midlands,E12000005,163810
February 2011,East,E12000006,113055
February 2011,London,E12000007,220065
February 2011,South East,E12000008,139840
February 2011,South West,E12000009,88990
February 2011,Wales,W92000004,76240
February 2011,Scotland,S92000003,148030
March 2011,North East,E12000001,83905
March 2011,North West,E12000002,186370
March 2011,Yorkshire and The Humber,E12000003,151070
March 2011,East Midlands,E12000004,102800
March 2011,West Midlands,E12000005,162765
March 2011,East,E12000006,112135
March 2011,London,E12000007,220975
March 2011,South East,E12000008,138850
March 2011,South West,E12000009,87680
March 2011,Wales,W92000004,74850
March 2011,Scotland,S92000003,145580
April 2011,North East,E12000001,84610
April 2011,North West,E12000002,186805
April 2011,Yorkshire and The Humber,E12000003,150205
April 2011,East Midlands,E12000004,103235
April 2011,West Midlands,E12000005,162915
April 2011,East,E12000006,110725
April 2011,London,E12000007,226310
April 2011,South East,E12000008,137010
April 2011,South West,E12000009,84345
April 2011,Wales,W92000004,73105
April 2011,Scotland,S92000003,142375
May 2011,North East,E12000001,83315
May 2011,North West,E12000002,185925
May 2011,Yorkshire and The Humber,E12000003,149570
May 2011,East Midlands,E12000004,101395
May 2011,West Midlands,E12000005,161710
May 2011,East,E12000006,109015
May 2011,London,E12000007,225850
May 2011,South East,E12000008,135685
May 2011,South West,E12000009,81725
May 2011,Wales,W92000004,71975
May 2011,Scotland,S92000003,140105
June 2011,North East,E12000001,82225
June 2011,North West,E12000002,184815
June 2011,Yorkshire and The Humber,E12000003,148770
June 2011,East Midlands,E12000004,100950
June 2011,West Midlands,E12000005,160045
June 2011,East,E12000006,108230
June 2011,London,E12000007,224535
June 2011,South East,E12000008,132545
June 2011,South West,E12000009,80105
June 2011,Wales,W92000004,71595
June 2011,Scotland,S92000003,140555
July 2011,North East,E12000001,84975
July 2011,North West,E12000002,190695
July 2011,Yorkshire and The Humber,E12000003,153745
July 2011,East Midlands,E12000004,104080
July 2011,West Midlands,E12000005,164795
July 2011,East,E12000006,112090
July 2011,London,E12000007,229945
July 2011,South East,E12000008,136245
July 2011,South West,E12000009,82910
July 2011,Wales,W92000004,74755
July 2011,Scotland,S92000003,146915
August 2011,North East,E12000001,86625
August 2011,North West,E12000002,195885
August 2011,Yorkshire and The Humber,E12000003,157210
August 2011,East Midlands,E12000004,106100
August 2011,West Midlands,E12000005,169350
August 2011,East,E12000006,113830
August 2011,London,E12000007,235700
August 2011,South East,E12000008,139285
August 2011,South West,E12000009,85565
August 2011,Wales,W92000004,76780
August 2011,Scotland,S92000003,148700
September 2011,North East,E12000001,88155
September 2011,North West,E12000002,198615
September 2011,Yorkshire and The Humber,E12000003,158385
September 2011,East Midlands,E12000004,106240
September 2011,West Midlands,E12000005,169060
September 2011,East,E12000006,114215
September 2011,London,E12000007,237550
September 2011,South East,E12000008,140385
September 2011,South West,E12000009,87725
September 2011,Wales,W92000004,76860
September 2011,Scotland,S92000003,140010
October 2011,North East,E12000001,87420
October 2011,North West,E12000002,196340
October 2011,Yorkshire and The Humber,E12000003,156985
October 2011,East Midlands,E12000004,104335
October 2011,West Midlands,E12000005,166380
October 2011,East,E12000006,114135
October 2011,London,E12000007,237075
October 2011,South East,E12000008,139650
October 2011,South West,E12000009,86420
October 2011,Wales,W92000004,76420
October 2011,Scotland,S92000003,137370
November 2011,North East,E12000001,87825
November 2011,North West,E12000002,195555
November 2011,Yorkshire and The Humber,E12000003,157000
November 2011,East Midlands,E12000004,104745
November 2011,West Midlands,E12000005,164525
November 2011,East,E12000006,113710
November 2011,London,E12000007,234860
November 2011,South East,E12000008,138945
November 2011,South West,E12000009,87975
November 2011,Wales,W92000004,76210
November 2011,Scotland,S92000003,138030
December 2011,North East,E12000001,89375
December 2011,North West,E12000002,196235
December 2011,Yorkshire and The Humber,E12000003,159915
December 2011,East Midlands,E12000004,105865
December 2011,West Midlands,E12000005,165250
December 2011,East,E12000006,114215
December 2011,London,E12000007,233675
December 2011,South East,E12000008,140025
December 2011,South West,E12000009,89345
December 2011,Wales,W92000004,76710
December 2011,Scotland,S92000003,139135
January 2012,North East,E12000001,94530
January 2012,North West,E12000002,207125
January 2012,Yorkshire and The Humber,E12000003,169160
January 2012,East Midlands,E12000004,113030
January 2012,West Midlands,E12000005,173055
January 2012,East,E12000006,120470
January 2012,London,E12000007,235175
January 2012,South East,E12000008,146955
January 2012,South West,E12000009,96085
January 2012,Wales,W92000004,83130
January 2012,Scotland,S92000003,148150
February 2012,North East,E12000001,95955
February 2012,North West,E12000002,211965
February 2012,Yorkshire and The Humber,E12000003,171925
February 2012,East Midlands,E12000004,116375
February 2012,West Midlands,E12000005,175135
February 2012,East,E12000006,124440
February 2012,London,E12000007,239555
February 2012,South East,E12000008,152080
February 2012,South West,E12000009,98940
February 2012,Wales,W92000004,84945
February 2012,Scotland,S92000003,151895
March 2012,North East,E12000001,95255
March 2012,North West,E12000002,209365
March 2012,Yorkshire and The Humber,E12000003,169860
March 2012,East Midlands,E12000004,115785
March 2012,West Midlands,E12000005,172445
March 2012,East,E12000006,123130
March 2012,London,E12000007,237140
March 2012,South East,E12000008,150545
March 2012,South West,E12000009,96980
March 2012,Wales,W92000004,83630
March 2012,Scotland,S92000003,150375
April 2012,North East,E12000001,94255
April 2012,North West,E12000002,204335
April 2012,Yorkshire and The Humber,E12000003,166020
April 2012,East Midlands,E12000004,112700
April 2012,West Midlands,E12000005,167075
April 2012,East,E12000006,118280
April 2012,London,E12000007,231925
April 2012,South East,E12000008,143385
April 2012,South West,E12000009,91790
April 2012,Wales,W92000004,80440
April 2012,Scotland,S92000003,144345
May 2012,North East,E12000001,93370
May 2012,North West,E12000002,200295
May 2012,Yorkshire and The Humber,E12000003,165600
May 2012,East Midlands,E12000004,110835
May 2012,West Midlands,E12000005,164525
May 2012,East,E12000006,116255
May 2012,London,E12000007,227450
May 2012,South East,E12000008,140960
May 2012,South West,E12000009,89345
May 2012,Wales,W92000004,78535
May 2012,Scotland,S92000003,141825
June 2012,North East,E12000001,92085
June 2012,North West,E12000002,197600
June 2012,Yorkshire and The Humber,E12000003,162610
June 2012,East Midlands,E12000004,107825
June 2012,West Midlands,E12000005,162405
June 2012,East,E12000006,112770
June 2012,London,E12000007,223395
June 2012,South East,E12000008,137520
June 2012,South West,E12000009,86460
June 2012,Wales,W92000004,76855
June 2012,Scotland,S92000003,142830
July 2012,North East,E12000001,92140
July 2012,North West,E12000002,199105
July 2012,Yorkshire and The Humber,E12000003,163890
July 2012,East Midlands,E12000004,108525
July 2012,West Midlands,E12000005,163290
July 2012,East,E12000006,112895
July 2012,London,E12000007,222125
July 2012,South East,E12000008,136520
July 2012,South West,E12000009,86435
July 2012,Wales,W92000004,77955
July 2012,Scotland,S92000003,146025
August 2012,North East,E12000001,92110
August 2012,North West,E12000002,198910
August 2012,Yorkshire and The Humber,E12000003,163820
August 2012,East Midlands,E12000004,107880
August 2012,West Midlands,E12000005,164665
August 2012,East,E12000006,112265
August 2012,London,E12000007,218210
August 2012,South East,E12000008,136025
August 2012,South West,E12000009,86110
August 2012,Wales,W92000004,78980
August 2012,Scotland,S92000003,146240
September 2012,North East,E12000001,93140
September 2012,North West,E12000002,197650
September 2012,Yorkshire and The Humber,E12000003,161380
September 2012,East Midlands,E12000004,106390
September 2012,West Midlands,E12000005,163390
September 2012,East,E12000006,111895
September 2012,London,E12000007,221705
September 2012,South East,E12000008,134135
September 2012,South West,E12000009,84605
September 2012,Wales,W92000004,78715
September 2012,Scotland,S92000003,135735
October 2012,North East,E12000001,93695
October 2012,North West,E12000002,196435
October 2012,Yorkshire and The Humber,E12000003,160150
October 2012,East Midlands,E12000004,104605
October 2012,West Midlands,E12000005,161030
October 2012,East,E12000006,111175
October 2012,London,E12000007,224800
October 2012,South East,E12000008,133835
October 2012,South West,E12000009,84995
October 2012,Wales,W92000004,78780
October 2012,Scotland,S92000003,134455
November 2012,North East,E12000001,93490
November 2012,North West,E12000002,194015
November 2012,Yorkshire and The Humber,E12000003,158825
November 2012,East Midlands,E12000004,103245
November 2012,West Midlands,E12000005,158650
November 2012,East,E12000006,109915
November 2012,London,E12000007,223740
November 2012,South East,E12000008,133195
November 2012,South West,E12000009,85115
November 2012,Wales,W92000004,77375
November 2012,Scotland,S92000003,134095
December 2012,North East,E12000001,93265
December 2012,North West,E12000002,191475
December 2012,Yorkshire and The Humber,E12000003,159510
December 2012,East Midlands,E12000004,102425
December 2012,West Midlands,E12000005,157050
December 2012,East,E12000006,109275
December 2012,London,E12000007,219290
December 2012,South East,E12000008,131875
December 2012,South West,E12000009,84505
December 2012,Wales,W92000004,77475
December 2012,Scotland,S92000003,133505
January 2013,North East,E12000001,96750
January 2013,North West,E12000002,198555
January 2013,Yorkshire and The Humber,E12000003,165910
January 2013,East Midlands,E12000004,106780
January 2013,West Midlands,E12000005,162930
January 2013,East,E12000006,114240
January 2013,London,E12000007,221120
January 2013,South East,E12000008,137435
January 2013,South West,E12000009,88815
January 2013,Wales,W92000004,81330
January 2013,Scotland,S92000003,141970
February 2013,North East,E12000001,95865
February 2013,North West,E12000002,201605
February 2013,Yorkshire and The Humber,E12000003,168685
February 2013,East Midlands,E12000004,109770
February 2013,West Midlands,E12000005,166605
February 2013,East,E12000006,118515
February 2013,London,E12000007,225625
February 2013,South East,E12000008,141530
February 2013,South West,E12000009,90670
February 2013,Wales,W92000004,82800
February 2013,Scotland,S92000003,145920
March 2013,North East,E12000001,93265
March 2013,North West,E12000002,198095
March 2013,Yorkshire and The Humber,E12000003,165765
March 2013,East Midlands,E12000004,108405
March 2013,West Midlands,E12000005,164065
March 2013,East,E12000006,116460
March 2013,London,E12000007,223000
March 2013,South East,E12000008,138030
March 2013,South West,E12000009,88345
March 2013,Wales,W92000004,80835
March 2013,Scotland,S92000003,142965
April 2013,North East,E12000001,90680
April 2013,North West,E12000002,192860
April 2013,Yorkshire and The Humber,E12000003,161455
April 2013,East Midlands,E12000004,105695
April 2013,West Midlands,E12000005,160275
April 2013,East,E12000006,112330
April 2013,London,E12000007,218520
April 2013,South East,E12000008,132085
April 2013,South West,E12000009,84160
April 2013,Wales,W92000004,78320
April 2013,Scotland,S92000003,138040
May 2013,North East,E12000001,88570
May 2013,North West,E12000002,187930
May 2013,Yorkshire and The Humber,E12000003,157885
May 2013,East Midlands,E12000004,102215
May 2013,West Midlands,E12000005,156250
May 2013,East,E12000006,108285
May 2013,London,E12000007,213295
May 2013,South East,E12000008,126810
May 2013,South West,E12000009,81190
May 2013,Wales,W92000004,75795
May 2013,Scotland,S92000003,134410
June 2013,North East,E12000001,85015
June 2013,North West,E12000002,181490
June 2013,Yorkshire and The Humber,E12000003,152945
June 2013,East Midlands,E12000004,97470
June 2013,West Midlands,E12000005,151630
June 2013,East,E12000006,103050
June 2013,London,E12000007,205890
June 2013,South East,E12000008,119385
June 2013,South West,E12000009,76220
June 2013,Wales,W92000004,72470
June 2013,Scotland,S92000003,132570
July 2013,North East,E12000001,83420
July 2013,North West,E12000002,179975
July 2013,Yorkshire and The Humber,E12000003,150375
July 2013,East Midlands,E12000004,95400
July 2013,West Midlands,E12000005,149995
July 2013,East,E12000006,100570
July 2013,London,E12000007,201745
July 2013,South East,E12000008,116320
July 2013,South West,E12000009,74160
July 2013,Wales,W92000004,71595
July 2013,Scotland,S92000003,132715
August 2013,North East,E12000001,81495
August 2013,North West,E12000002,175955
August 2013,Yorkshire and The Humber,E12000003,146550
August 2013,East Midlands,E12000004,93145
August 2013,West Midlands,E12000005,147205
August 2013,East,E12000006,97705
August 2013,London,E12000007,198115
August 2013,South East,E12000008,113365
August 2013,South West,E12000009,72280
August 2013,Wales,W92000004,71130
August 2013,Scotland,S92000003,130155
September 2013,North East,E12000001,78525
September 2013,North West,E12000002,168365
September 2013,Yorkshire and The Humber,E12000003,140335
September 2013,East Midlands,E12000004,88295
September 2013,West Midlands,E12000005,141635
September 2013,East,E12000006,93515
September 2013,London,E12000007,191580
September 2013,South East,E12000008,108280
September 2013,South West,E12000009,69155
September 2013,Wales,W92000004,68240
September 2013,Scotland,S92000003,116205
October 2013,North East,E12000001,75700
October 2013,North West,E12000002,161265
October 2013,Yorkshire and The Humber,E12000003,134150
October 2013,East Midlands,E12000004,83580
October 2013,West Midlands,E12000005,135090
October 2013,East,E12000006,88925
October 2013,London,E12000007,183180
October 2013,South East,E12000008,104390
October 2013,South West,E12000009,66775
October 2013,Wales,W92000004,65855
October 2013,Scotland,S92000003,111575
November 2013,North East,E12000001,73550
November 2013,North West,E12000002,154580
November 2013,Yorkshire and The Humber,E12000003,129265
November 2013,East Midlands,E12000004,79335
November 2013,West Midlands,E12000005,129250
November 2013,East,E12000006,84885
November 2013,London,E12000007,175305
November 2013,South East,E12000008,100925
November 2013,South West,E12000009,65855
November 2013,Wales,W92000004,64165
November 2013,Scotland,S92000003,109180
December 2013,North East,E12000001,72485
December 2013,North West,E12000002,152095
December 2013,Yorkshire and The Humber,E12000003,127995
December 2013,East Midlands,E12000004,78335
December 2013,West Midlands,E12000005,127295
December 2013,East,E12000006,82870
December 2013,London,E12000007,169685
December 2013,South East,E12000008,98455
December 2013,South West,E12000009,64715
December 2013,Wales,W92000004,63535
December 2013,Scotland,S92000003,108315
January 2014,North East,E12000001,75310
January 2014,North West,E12000002,157055
January 2014,Yorkshire and The Humber,E12000003,132620
January 2014,East Midlands,E12000004,81855
January 2014,West Midlands,E12000005,131505
January 2014,East,E12000006,86270
January 2014,London,E12000007,170470
January 2014,South East,E12000008,101710
January 2014,South West,E12000009,67675
January 2014,Wales,W92000004,67515
January 2014,Scotland,S92000003,113790
February 2014,North East,E12000001,73800
February 2014,North West,E12000002,156680
February 2014,Yorkshire and The Humber,E12000003,133110
February 2014,East Midlands,E12000004,83185
February 2014,West Midlands,E12000005,131420
February 2014,East,E12000006,86735
February 2014,London,E12000007,170580
February 2014,South East,E12000008,102155
February 2014,South West,E12000009,67890
February 2014,Wales,W92000004,67655
February 2014,Scotland,S92000003,114605
March 2014,North East,E12000001,70500
March 2014,North West,E12000002,150035
March 2014,Yorkshire and The Humber,E12000003,127990
March 2014,East Midlands,E12000004,79940
March 2014,West Midlands,E12000005,126715
March 2014,East,E12000006,83270
March 2014,London,E12000007,166415
March 2014,South East,E12000008,97255
March 2014,South West,E12000009,64070
March 2014,Wales,W92000004,65315
March 2014,Scotland,S92000003,110945
April 2014,North East,E12000001,67990
April 2014,North West,E12000002,143250
April 2014,Yorkshire and The Humber,E12000003,122375
April 2014,East Midlands,E12000004,76220
April 2014,West Midlands,E12000005,121605
April 2014,East,E12000006,78315
April 2014,London,E12000007,160995
April 2014,South East,E12000008,91260
April 2014,South West,E12000009,59815
April 2014,Wales,W92000004,62915
April 2014,Scotland,S92000003,105620
May 2014,North East,E12000001,64705
May 2014,North West,E12000002,136400
May 2014,Yorkshire and The Humber,E12000003,116910
May 2014,East Midlands,E12000004,72560
May 2014,West Midlands,E12000005,116100
May 2014,East,E12000006,73330
May 2014,London,E12000007,156175
May 2014,South East,E12000008,86240
May 2014,South West,E12000009,55880
May 2014,Wales,W92000004,59785
May 2014,Scotland,S92000003,101325
June 2014,North East,E12000001,60320
June 2014,North West,E12000002,127285
June 2014,Yorkshire and The Humber,E12000003,109610
June 2014,East Midlands,E12000004,67635
June 2014,West Midlands,E12000005,109735
June 2014,East,E12000006,67285
June 2014,London,E12000007,146915
June 2014,South East,E12000008,79270
June 2014,South West,E12000009,50790
June 2014,Wales,W92000004,55715
June 2014,Scotland,S92000003,97310
July 2014,North East,E12000001,58880
July 2014,North West,E12000002,122840
July 2014,Yorkshire and The Humber,E12000003,106545
July 2014,East Midlands,E12000004,65870
July 2014,West Midlands,E12000005,107200
July 2014,East,E12000006,65135
July 2014,London,E12000007,144125
July 2014,South East,E12000008,76615
July 2014,South West,E12000009,48685
July 2014,Wales,W92000004,55000
July 2014,Scotland,S92000003,97225
August 2014,North East,E12000001,57265
August 2014,North West,E12000002,117975
August 2014,Yorkshire and The Humber,E12000003,102780
August 2014,East Midlands,E12000004,62900
August 2014,West Midlands,E12000005,103140
August 2014,East,E12000006,62170
August 2014,London,E12000007,141720
August 2014,South East,E12000008,73570
August 2014,South West,E12000009,46180
August 2014,Wales,W92000004,53265
August 2014,Scotland,S92000003,94325
September 2014,North East,E12000001,56495
September 2014,North West,E12000002,114535
September 2014,Yorkshire and The Humber,E12000003,99315
September 2014,East Midlands,E12000004,60205
September 2014,West Midlands,E12000005,99330
September 2014,East,E12000006,59180
September 2014,London,E12000007,138200
September 2014,South East,E12000008,70935
September 2014,South West,E12000009,44680
September 2014,Wales,W92000004,51525
September 2014,Scotland,S92000003,85590
October 2014,North East,E12000001,54605
October 2014,North West,E12000002,110755
October 2014,Yorkshire and The Humber,E12000003,95100
October 2014,East Midlands,E12000004,57670
October 2014,West Midlands,E12000005,94755
October 2014,East,E12000006,56400
October 2014,London,E12000007,133305
October 2014,South East,E12000008,68890
October 2014,South West,E12000009,43465
October 2014,Wales,W92000004,49505
October 2014,Scotland,S92000003,83015
November 2014,North East,E12000001,52450
November 2014,North West,E12000002,105410
November 2014,Yorkshire and The Humber,E12000003,91595
November 2014,East Midlands,E12000004,54360
November 2014,West Midlands,E12000005,88465
November 2014,East,E12000006,53895
November 2014,London,E12000007,127555
November 2014,South East,E12000008,66580
November 2014,South West,E12000009,42385
November 2014,Wales,W92000004,48040
November 2014,Scotland,S92000003,80850
December 2014,North East,E12000001,50810
December 2014,North West,E12000002,102250
December 2014,Yorkshire and The Humber,E12000003,90330
December 2014,East Midlands,E12000004,52645
December 2014,West Midlands,E12000005,85150
December 2014,East,E12000006,52400
December 2014,London,E12000007,122885
December 2014,South East,E12000008,65095
December 2014,South West,E12000009,41185
December 2014,Wales,W92000004,47305
December 2014,Scotland,S92000003,80080
January 2015,North East,E12000001,52500
January 2015,North West,E12000002,105650
January 2015,Yorkshire and The Humber,E12000003,93950
January 2015,East Midlands,E12000004,55570
January 2015,West Midlands,E12000005,89095
January 2015,East,E12000006,55200
January 2015,London,E12000007,123235
January 2015,South East,E12000008,68110
January 2015,South West,E12000009,43795
January 2015,Wales,W92000004,50000
January 2015,Scotland,S92000003,84655
February 2015,North East,E12000001,51600
February 2015,North West,E12000002,110505
February 2015,Yorkshire and The Humber,E12000003,94860
February 2015,East Midlands,E12000004,56820
February 2015,West Midlands,E12000005,90105
February 2015,East,E12000006,56330
February 2015,London,E12000007,124490
February 2015,South East,E12000008,69370
February 2015,South West,E12000009,44610
February 2015,Wales,W92000004,50430
February 2015,Scotland,S92000003,87035
March 2015,North East,E12000001,50185
March 2015,North West,E12000002,108650
March 2015,Yorkshire and The Humber,E12000003,91265
March 2015,East Midlands,E12000004,54235
March 2015,West Midlands,E12000005,87615
March 2015,East,E12000006,54075
March 2015,London,E12000007,121435
March 2015,South East,E12000008,66685
March 2015,South West,E12000009,42350
March 2015,Wales,W92000004,48460
March 2015,Scotland,S92000003,84965
April 2015,North East,E12000001,48785
April 2015,North West,E12000002,110290
April 2015,Yorkshire and The Humber,E12000003,88935
April 2015,East Midlands,E12000004,52595
April 2015,West Midlands,E12000005,85280
April 2015,East,E12000006,51805
April 2015,London,E12000007,118960
April 2015,South East,E12000008,63630
April 2015,South West,E12000009,40135
April 2015,Wales,W92000004,46775
April 2015,Scotland,S92000003,81665
May 2015,North East,E12000001,47085
May 2015,North West,E12000002,108925
May 2015,Yorkshire and The Humber,E12000003,85300
May 2015,East Midlands,E12000004,50295
May 2015,West Midlands,E12000005,82050
May 2015,East,E12000006,49755
May 2015,London,E12000007,116650
May 2015,South East,E12000008,60660
May 2015,South West,E12000009,38450
May 2015,Wales,W92000004,45255
May 2015,Scotland,S92000003,79345
June 2015,North East,E12000001,45810
June 2015,North West,E12000002,106075
June 2015,Yorkshire and The Humber,E12000003,82035
June 2015,East Midlands,E12000004,48545
June 2015,West Midlands,E12000005,79345
June 2015,East,E12000006,48220
June 2015,London,E12000007,113830
June 2015,South East,E12000008,58175
June 2015,South West,E12000009,36830
June 2015,Wales,W92000004,44205
June 2015,Scotland,S92000003,78005
July 2015,North East,E12000001,45615
July 2015,North West,E12000002,106905
July 2015,Yorkshire and The Humber,E12000003,81290
July 2015,East Midlands,E12000004,48385
July 2015,West Midlands,E12000005,79120
July 2015,East,E12000006,48260
July 2015,London,E12000007,112685
July 2015,South East,E12000008,57635
July 2015,South West,E12000009,36835
July 2015,Wales,W92000004,44450
July 2015,Scotland,S92000003,80765
August 2015,North East,E12000001,45845
August 2015,North West,E12000002,107060
August 2015,Yorkshire and The Humber,E12000003,79895
August 2015,East Midlands,E12000004,48460
August 2015,West Midlands,E12000005,79525
August 2015,East,E12000006,48060
August 2015,London,E12000007,113080
August 2015,South East,E12000008,57265
August 2015,South West,E12000009,36725
August 2015,Wales,W92000004,44695
August 2015,Scotland,S92000003,80290
September 2015,North East,E12000001,45360
September 2015,North West,E12000002,105990
September 2015,Yorkshire and The Humber,E12000003,77960
September 2015,East Midlands,E12000004,47060
September 2015,West Midlands,E12000005,78155
September 2015,East,E12000006,47565
September 2015,London,E12000007,112430
September 2015,South East,E12000008,56970
September 2015,South West,E12000009,37035
September 2015,Wales,W92000004,44080
September 2015,Scotland,S92000003,74570
October 2015,North East,E12000001,46085
October 2015,North West,E12000002,105615
October 2015,Yorkshire and The Humber,E12000003,76060
October 2015,East Midlands,E12000004,45325
October 2015,West Midlands,E12000005,76630
October 2015,East,E12000006,46875
October 2015,London,E12000007,110890
October 2015,South East,E12000008,56435
October 2015,South West,E12000009,37200
October 2015,Wales,W92000004,43285
October 2015,Scotland,S92000003,72345
November 2015,North East,E12000001,46385
November 2015,North West,E12000002,102015
November 2015,Yorkshire and The Humber,E12000003,73460
November 2015,East Midlands,E12000004,43665
November 2015,West Midlands,E12000005,74555
November 2015,East,E12000006,45485
November 2015,London,E12000007,107780
November 2015,South East,E12000008,55925
November 2015,South West,E12000009,36925
November 2015,Wales,W92000004,42050
November 2015,Scotland,S92000003,70935
December 2015,North East,E12000001,46730
December 2015,North West,E12000002,101100
December 2015,Yorkshire and The Humber,E12000003,72990
December 2015,East Midlands,E12000004,42985
December 2015,West Midlands,E12000005,74155
December 2015,East,E12000006,44760
December 2015,London,E12000007,106315
December 2015,South East,E12000008,56140
December 2015,South West,E12000009,37200
December 2015,Wales,W92000004,42010
December 2015,Scotland,S92000003,71165
January 2016,North East,E12000001,49675
January 2016,North West,E12000002,103740
January 2016,Yorkshire and The Humber,E12000003,77350
January 2016,East Midlands,E12000004,46385
January 2016,West Midlands,E12000005,78810
January 2016,East,E12000006,47645
January 2016,London,E12000007,108485
January 2016,South East,E12000008,59800
January 2016,South West,E12000009,40185
January 2016,Wales,W92000004,44505
January 2016,Scotland,S92000003,76185
February 2016,North East,E12000001,51480
February 2016,North West,E12000002,108315
February 2016,Yorkshire and The Humber,E12000003,79065
February 2016,East Midlands,E12000004,48275
February 2016,West Midlands,E12000005,81575
February 2016,East,E12000006,49525
February 2016,London,E12000007,111700
February 2016,South East,E12000008,62495
February 2016,South West,E12000009,42295
February 2016,Wales,W92000004,46020
February 2016,Scotland,S92000003,79735
March 2016,North East,E12000001,51980
March 2016,North West,E12000002,109545
March 2016,Yorkshire and The Humber,E12000003,78760
March 2016,East Midlands,E12000004,48065
March 2016,West Midlands,E12000005,83135
March 2016,East,E12000006,49750
March 2016,London,E12000007,112205
March 2016,South East,E12000008,62735
March 2016,South West,E12000009,42600
March 2016,Wales,W92000004,45995
March 2016,Scotland,S92000003,80645
April 2016,North East,E12000001,50565
April 2016,North West,E12000002,108310
April 2016,Yorkshire and The Humber,E12000003,77420
April 2016,East Midlands,E12000004,47410
April 2016,West Midlands,E12000005,83725
April 2016,East,E12000006,48255
April 2016,London,E12000007,112145
April 2016,South East,E12000008,61515
April 2016,South West,E12000009,41625
April 2016,Wales,W92000004,44895
April 2016,Scotland,S92000003,79395
May 2016,North East,E12000001,49725
May 2016,North West,E12000002,106905
May 2016,Yorkshire and The Humber,E12000003,75670
May 2016,East Midlands,E12000004,46875
May 2016,West Midlands,E12000005,83050
May 2016,East,E12000006,47785
May 2016,London,E12000007,111200
May 2016,South East,E12000008,60355
May 2016,South West,E12000009,40390
May 2016,Wales,W92000004,43760
May 2016,Scotland,S92000003,78200
June 2016,North East,E12000001,49035
June 2016,North West,E12000002,104655
June 2016,Yorkshire and The Humber,E12000003,74355
June 2016,East Midlands,E12000004,45810
June 2016,West Midlands,E12000005,82220
June 2016,East,E12000006,46520
June 2016,London,E12000007,110365
June 2016,South East,E12000008,58725
June 2016,South West,E12000009,39055
June 2016,Wales,W92000004,42705
June 2016,Scotland,S92000003,78215
July 2016,North East,E12000001,48810
July 2016,North West,E12000002,103690
July 2016,Yorkshire and The Humber,E12000003,73805
July 2016,East Midlands,E12000004,44940
July 2016,West Midlands,E12000005,82325
July 2016,East,E12000006,46030
July 2016,London,E12000007,110790
July 2016,South East,E12000008,58285
July 2016,South West,E12000009,38830
July 2016,Wales,W92000004,42480
July 2016,Scotland,S92000003,79785
August 2016,North East,E12000001,49330
August 2016,North West,E12000002,104675
August 2016,Yorkshire and The Humber,E12000003,74655
August 2016,East Midlands,E12000004,45085
August 2016,West Midlands,E12000005,83550
August 2016,East,E12000006,46355
August 2016,London,E12000007,111630
August 2016,South East,E12000008,59155
August 2016,South West,E12000009,39005
August 2016,Wales,W92000004,42960
August 2016,Scotland,S92000003,80990
September 2016,North East,E12000001,49400
September 2016,North West,E12000002,104225
September 2016,Yorkshire and The Humber,E12000003,74420
September 2016,East Midlands,E12000004,44185
September 2016,West Midlands,E12000005,83585
September 2016,East,E12000006,45960
September 2016,London,E12000007,112100
September 2016,South East,E12000008,59380
September 2016,South West,E12000009,38945
September 2016,Wales,W92000004,42325
September 2016,Scotland,S92000003,77500
October 2016,North East,E12000001,50135
October 2016,North West,E12000002,103450
October 2016,Yorkshire and The Humber,E12000003,73840
October 2016,East Midlands,E12000004,42910
October 2016,West Midlands,E12000005,83310
October 2016,East,E12000006,45935
October 2016,London,E12000007,113030
October 2016,South East,E12000008,59850
October 2016,South West,E12000009,39810
October 2016,Wales,W92000004,41345
October 2016,Scotland,S92000003,76010
November 2016,North East,E12000001,50420
November 2016,North West,E12000002,101985
November 2016,Yorkshire and The Humber,E12000003,72530
November 2016,East Midlands,E12000004,42155
November 2016,West Midlands,E12000005,81580
November 2016,East,E12000006,45515
November 2016,London,E12000007,112825
November 2016,South East,E12000008,59650
November 2016,South West,E12000009,40080
November 2016,Wales,W92000004,40480
November 2016,Scotland,S92000003,75510
December 2016,North East,E12000001,50615
December 2016,North West,E12000002,100490
December 2016,Yorkshire and The Humber,E12000003,71630
December 2016,East Midlands,E12000004,41410
December 2016,West Midlands,E12000005,80055
December 2016,East,E12000006,45925
December 2016,London,E12000007,111435
December 2016,South East,E12000008,59135
December 2016,South West,E12000009,40220
December 2016,Wales,W92000004,39600
December 2016,Scotland,S92000003,74915
January 2017,North East,E12000001,52135
January 2017,North West,E12000002,102040
January 2017,Yorkshire and The Humber,E12000003,74600
January 2017,East Midlands,E12000004,43330
January 2017,West Midlands,E12000005,82425
January 2017,East,E12000006,47995
January 2017,London,E12000007,112085
January 2017,South East,E12000008,60935
January 2017,South West,E12000009,41890
January 2017,Wales,W92000004,40800
January 2017,Scotland,S92000003,78180
February 2017,North East,E12000001,53270
February 2017,North West,E12000002,106250
